CustomerKey,CurrentAge,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,NumberCarsOwned,TotalPaid,DateDiffMonthPlusOne,AvgSpendFromFirstAndLast,BikeBuyer
20125,43,F,60000,1,0,Graduate Degree,Skilled Manual,0,132.578,1,132.578,0
20126,43,M,60000,1,0,Graduate Degree,Skilled Manual,0,77.339,1,77.339,0
20127,44,M,60000,1,0,Graduate Degree,Skilled Manual,0,77.339,1,77.339,0
20128,44,M,60000,1,0,Graduate Degree,Skilled Manual,0,87.273,1,87.273,0
20129,43,F,60000,1,0,Graduate Degree,Skilled Manual,0,132.578,1,132.578,0
20130,43,M,60000,1,0,Graduate Degree,Skilled Manual,0,5.514,1,5.514,0
20131,51,F,10000,1,0,Graduate Degree,Manual,0,43.073,1,43.073,0
20132,52,F,10000,1,0,Graduate Degree,Manual,0,77.317,1,77.317,0
20133,47,M,20000,1,0,Graduate Degree,Clerical,0,32.023,1,32.023,0
20134,53,M,20000,1,0,Graduate Degree,Clerical,0,164.623,1,164.623,0
20135,54,F,10000,1,0,Bachelors,Manual,0,77.317,1,77.317,0
20136,48,F,10000,1,0,Bachelors,Manual,0,30.1445,1,30.1445,0
20137,54,M,10000,1,0,Bachelors,Manual,0,87.251,1,87.251,0
20138,80,F,20000,1,0,Graduate Degree,Clerical,0,132.556,1,132.556,0
20139,36,M,10000,0,0,Bachelors,Manual,0,77.339,1,77.339,0
20140,56,M,10000,1,0,Bachelors,Manual,0,33.139,1,33.139,0
20141,56,F,20000,1,0,Bachelors,Manual,0,4.409,1,4.409,0
20142,58,F,10000,2,0,Partial College,Manual,0,4.409,1,4.409,0
20143,58,M,10000,2,0,Partial College,Manual,0,35.6695,1,35.6695,0
20144,59,M,10000,2,0,Partial College,Manual,0,133.1084,1,133.1084,0
20145,49,M,10000,2,0,Partial College,Manual,1,1308.8285,1,1308.8285,1
20146,69,F,10000,2,0,Partial College,Manual,1,4.409,1,4.409,0
20147,73,F,30000,1,0,Bachelors,Clerical,0,41.957,1,41.957,0
20148,73,M,10000,3,0,Partial College,Manual,1,6.9395,1,6.9395,0
20149,72,F,30000,1,0,Bachelors,Clerical,0,3497.7874,30,116.5929,1
20150,72,M,40000,1,0,Graduate Degree,Clerical,0,3606.7404,25,144.2696,1
20151,34,F,10000,0,0,Partial College,Manual,1,4588.7669,17,269.9274,1
20152,34,M,10000,0,0,Partial College,Manual,1,4577.7389,17,269.2787,1
20153,36,F,10000,0,0,Partial College,Manual,1,15.448,1,15.448,0
20154,36,M,10000,0,0,Partial College,Manual,1,4589.3414,17,269.9612,1
20155,37,M,10000,0,0,Partial College,Manual,1,66.278,1,66.278,0
20156,38,M,10000,0,0,High School,Manual,2,4574.4239,17,269.0837,1
20157,37,F,10000,0,0,High School,Manual,2,4550.6774,17,267.6869,1
20158,36,M,10000,1,1,High School,Manual,0,4589.3414,16,286.8338,1
20159,36,M,20000,0,0,Bachelors,Clerical,0,4604.7894,17,270.8699,1
20160,36,M,20000,0,0,Bachelors,Clerical,0,4682.1284,18,260.1182,1
20161,66,M,20000,1,0,Partial College,Manual,0,43.073,1,43.073,0
20162,71,F,20000,2,0,Partial College,Manual,1,2172.9385,15,144.8625,1
20163,72,F,20000,2,0,Partial College,Manual,1,2103.3455,14,150.2389,1
20164,71,M,30000,1,0,Bachelors,Clerical,0,3481.1902,30,116.0396,1
20165,72,F,30000,1,0,Bachelors,Clerical,0,3526.5174,30,117.5505,1
20166,53,F,30000,4,0,Graduate Degree,Clerical,0,2174.0325,14,155.288,1
20167,48,M,30000,4,0,Graduate Degree,Clerical,0,3472.4054,29,119.7381,1
20168,54,F,10000,1,1,High School,Manual,1,35.6695,1,35.6695,0
20169,54,M,20000,1,1,Partial College,Manual,0,87.251,1,87.251,0
20170,55,M,30000,3,0,Graduate Degree,Clerical,0,3511.0694,30,117.0356,1
20171,55,F,20000,2,0,Partial College,Manual,1,2142.0095,15,142.8006,1
20172,50,F,30000,3,0,Graduate Degree,Clerical,0,3481.1902,31,112.2964,1
20173,39,M,40000,1,1,Bachelors,Skilled Manual,0,3515.3679,23,152.842,1
20174,42,M,20000,0,0,Partial High School,Manual,2,33.139,1,33.139,0
20175,41,F,30000,0,0,Partial College,Clerical,1,1341.9785,1,1341.9785,1
20176,34,M,20000,0,0,Partial High School,Manual,2,35.6695,1,35.6695,0
20177,34,M,20000,0,0,Partial High School,Manual,2,6.9395,1,6.9395,0
20178,35,F,20000,0,0,Partial High School,Manual,2,4.409,1,4.409,0
20179,36,F,30000,0,0,High School,Manual,1,27.614,1,27.614,0
20180,53,F,70000,1,0,Partial College,Skilled Manual,1,2749.1186,1,2749.1186,1
20181,53,F,70000,1,0,Partial College,Skilled Manual,1,2699.9018,1,2699.9018,1
20182,53,F,70000,1,0,Partial College,Skilled Manual,1,6353.717,24,264.7382,1
20183,41,F,70000,1,0,Partial College,Skilled Manual,1,2708.6866,1,2708.6866,1
20184,54,F,40000,4,3,High School,Skilled Manual,2,136.998,1,136.998,0
20185,53,M,40000,4,3,High School,Skilled Manual,3,77.339,1,77.339,0
20186,53,M,40000,4,2,High School,Skilled Manual,2,3527.0602,22,160.3209,1
20187,53,M,60000,1,0,Partial College,Skilled Manual,1,1303.867,1,1303.867,1
20188,53,F,60000,1,0,Partial College,Skilled Manual,1,3565.7242,22,162.0783,1
20189,42,F,50000,0,0,Partial College,Skilled Manual,1,5.514,1,5.514,0
20190,47,F,50000,0,0,Partial College,Skilled Manual,1,1330.9285,1,1330.9285,1
20191,48,M,60000,0,0,Graduate Degree,Professional,1,1263.5235,1,1263.5235,1
20192,47,F,60000,0,0,Graduate Degree,Professional,1,1276.8055,1,1276.8055,1
20193,42,F,60000,0,0,Graduate Degree,Professional,1,1238.1415,1,1238.1415,1
20194,54,M,60000,1,0,Partial College,Skilled Manual,1,1297.8005,1,1297.8005,1
20195,54,M,60000,1,0,Partial College,Skilled Manual,1,1297.8005,1,1297.8005,1
20196,54,M,60000,1,0,Partial College,Skilled Manual,1,1238.1415,1,1238.1415,1
20197,55,F,60000,1,0,Partial College,Skilled Manual,1,1265.7555,1,1265.7555,1
20198,55,F,60000,4,3,Bachelors,Professional,0,1297.8005,1,1297.8005,1
20199,55,F,70000,1,0,Graduate Degree,Professional,1,2765.6273,1,2765.6273,1
20200,56,M,70000,2,0,Graduate Degree,Professional,1,2740.3338,1,2740.3338,1
20201,55,F,70000,5,5,Graduate Degree,Professional,3,147.5065,1,147.5065,0
20202,55,F,70000,5,5,Graduate Degree,Professional,3,50.7749,1,50.7749,0
20203,44,M,80000,1,0,Graduate Degree,Professional,0,132.578,1,132.578,0
20204,50,F,80000,2,0,Graduate Degree,Professional,0,2735.9248,1,2735.9248,1
20205,57,M,60000,3,2,Bachelors,Professional,0,1308.8285,1,1308.8285,1
20206,57,F,60000,1,0,Bachelors,Professional,1,3541.0591,22,160.9572,1
20207,51,M,60000,1,0,Bachelors,Professional,1,1253.5895,1,1253.5895,1
20208,57,M,60000,1,0,Bachelors,Professional,1,3557.6341,22,161.7106,1
20209,57,F,60000,1,0,Bachelors,Professional,1,3611.7461,22,164.1702,1
20210,56,F,80000,5,0,Graduate Degree,Professional,0,2738.5658,1,2738.5658,1
20211,47,M,60000,2,2,Bachelors,Professional,1,5893.2414,21,280.6305,1
20212,45,F,80000,4,4,Graduate Degree,Management,1,111.318,8,13.9147,0
20213,45,F,80000,4,4,Graduate Degree,Management,1,6662.675,21,317.2702,1
20214,46,F,60000,2,2,Bachelors,Professional,1,5861.1964,21,279.1045,1
20215,46,F,60000,2,2,Bachelors,Professional,1,5833.5824,21,277.7896,1
20216,47,M,60000,2,2,Bachelors,Professional,1,5899.3079,21,280.9194,1
20217,37,F,70000,5,5,Bachelors,Professional,3,6728.9972,21,320.4284,1
20218,42,M,70000,5,5,Bachelors,Professional,3,115.6828,2,57.8414,0
20219,45,F,110000,1,0,Graduate Degree,Management,0,6679.2722,20,333.9636,1
20220,45,F,110000,1,0,Graduate Degree,Management,0,6696.8527,21,318.8977,1
20221,40,F,120000,1,0,Graduate Degree,Management,0,6669.3382,21,317.5875,1
20222,42,F,70000,5,5,Bachelors,Professional,3,82.2675,7,11.7525,0
20223,42,M,70000,5,5,Bachelors,Professional,4,207.0553,2,103.5276,0
20224,48,M,80000,5,5,Graduate Degree,Management,3,49.1285,1,49.1285,0
20225,48,F,90000,0,0,Bachelors,Professional,0,6692.5542,21,318.693,1
20226,49,F,90000,0,0,Bachelors,Professional,0,6704.2562,21,319.2502,1
20227,48,M,90000,2,0,Bachelors,Professional,0,6689.9132,21,318.5672,1
20228,49,M,100000,0,0,Graduate Degree,Management,0,6732.9862,20,336.6493,1
20229,49,M,60000,2,2,Bachelors,Professional,1,77.317,1,77.317,0
20230,44,M,60000,3,3,Bachelors,Professional,1,35.6695,1,35.6695,0
20231,50,M,70000,0,0,Bachelors,Professional,1,66.8195,1,66.8195,0
20232,51,M,60000,3,3,Bachelors,Professional,2,101.6049,1,101.6049,0
20233,51,F,60000,3,3,Bachelors,Professional,2,77.317,1,77.317,0
20234,50,M,60000,4,4,Bachelors,Professional,3,35.6695,1,35.6695,0
20235,51,M,60000,4,4,Bachelors,Professional,3,38.653,1,38.653,0
20236,52,M,60000,3,2,Bachelors,Professional,2,5833.5824,21,277.7896,1
20237,52,M,70000,0,0,Bachelors,Professional,1,23.7465,1,23.7465,0
20238,47,F,90000,2,0,Bachelors,Professional,0,6653.8902,21,316.8519,1
20239,36,F,90000,2,0,Bachelors,Professional,0,6732.9862,21,320.6183,1
20240,54,F,60000,1,0,Partial College,Skilled Manual,1,62.9409,1,62.9409,0
20241,53,M,60000,1,0,Partial College,Skilled Manual,1,5908.6894,22,268.5767,1
20242,83,M,120000,5,0,Graduate Degree,Management,2,6705.6375,21,319.316,1
20243,49,F,100000,0,0,Graduate Degree,Management,1,66.8195,1,66.8195,0
20244,49,F,100000,0,0,Graduate Degree,Management,1,6653.8902,21,316.8519,1
20245,48,M,100000,0,0,Graduate Degree,Management,1,6724.5772,22,305.6626,1
20246,43,F,100000,0,0,Bachelors,Professional,1,6669.3382,22,303.1517,1
20247,48,F,100000,0,0,Bachelors,Professional,1,6692.5542,22,304.207,1
20248,55,F,60000,1,0,Partial College,Skilled Manual,1,77.317,1,77.317,0
20249,55,F,60000,1,0,Partial College,Skilled Manual,1,5893.2414,22,267.8746,1
20250,55,M,60000,1,0,Partial College,Skilled Manual,1,41.1835,1,41.1835,0
20251,55,M,60000,1,0,Partial College,Skilled Manual,1,65.7145,1,65.7145,0
20252,49,M,60000,1,0,Partial College,Skilled Manual,1,77.317,1,77.317,0
20253,44,F,70000,0,0,Bachelors,Professional,1,6669.3382,23,289.9712,1
20254,50,F,80000,5,5,Bachelors,Professional,4,66.8195,1,66.8195,0
20255,44,F,80000,5,5,Bachelors,Professional,4,83.4055,1,83.4055,0
20256,45,M,70000,0,0,Bachelors,Professional,1,6662.675,21,317.2702,1
20257,45,M,70000,0,0,Bachelors,Professional,1,23.7465,1,23.7465,0
20258,41,F,70000,0,0,Bachelors,Professional,1,6662.675,21,317.2702,1
20259,46,F,70000,0,0,Bachelors,Professional,2,6662.675,21,317.2702,1
20260,53,M,60000,1,0,Partial College,Skilled Manual,1,5872.2464,20,293.6123,1
20261,53,F,60000,1,0,Partial College,Skilled Manual,1,5872.2464,21,279.6307,1
20262,53,M,70000,5,4,Partial College,Skilled Manual,2,30.686,1,30.686,0
20263,52,M,70000,5,4,Partial College,Skilled Manual,2,23.7465,1,23.7465,0
20264,48,M,60000,1,0,Partial College,Skilled Manual,1,5893.2414,21,280.6305,1
20265,54,M,60000,1,0,Partial College,Skilled Manual,1,35.6695,1,35.6695,0
20266,48,F,70000,5,4,Partial College,Skilled Manual,2,66.8195,1,66.8195,0
20267,49,F,70000,5,4,Partial College,Skilled Manual,3,55.217,1,55.217,0
20268,49,M,70000,5,4,Partial College,Skilled Manual,3,23.7465,1,23.7465,0
20269,60,M,10000,2,1,High School,Skilled Manual,2,5.514,1,5.514,0
20270,39,M,30000,0,0,High School,Skilled Manual,2,87.273,1,87.273,0
20271,39,M,30000,0,0,High School,Skilled Manual,2,132.578,1,132.578,0
20272,40,M,40000,0,0,High School,Skilled Manual,2,104.4005,1,104.4005,0
20273,38,F,40000,0,0,High School,Skilled Manual,2,44.178,1,44.178,0
20274,39,M,40000,0,0,High School,Skilled Manual,2,77.339,1,77.339,0
20275,35,F,30000,0,0,High School,Skilled Manual,2,147.5065,1,147.5065,0
20276,34,F,30000,0,0,High School,Skilled Manual,2,142.512,1,142.512,0
20277,77,F,30000,2,0,Partial College,Clerical,2,5.514,1,5.514,0
20278,37,F,40000,0,0,High School,Skilled Manual,2,77.339,1,77.339,0
20279,38,M,40000,0,0,High School,Skilled Manual,2,159.6395,1,159.6395,0
20280,35,M,30000,0,0,Partial High School,Clerical,2,106.0139,7,15.1448,0
20281,36,M,40000,0,0,High School,Skilled Manual,2,1303.867,1,1303.867,1
20282,76,F,40000,2,0,Bachelors,Management,2,41.1835,1,41.1835,0
20283,69,F,40000,2,0,Bachelors,Management,2,5872.2464,22,266.9202,1
20284,72,F,60000,2,0,Graduate Degree,Management,1,5887.6944,22,267.6224,1
20285,38,M,40000,0,0,High School,Skilled Manual,2,77.339,1,77.339,0
20286,38,F,40000,0,0,Partial College,Skilled Manual,1,87.273,1,87.273,0
20287,38,F,40000,0,0,Partial College,Skilled Manual,1,159.6395,1,159.6395,0
20288,39,M,40000,0,0,Partial College,Skilled Manual,1,104.4005,1,104.4005,0
20289,39,F,40000,0,0,Partial College,Skilled Manual,1,77.339,1,77.339,0
20290,38,M,40000,0,0,Partial College,Skilled Manual,1,136.998,1,136.998,0
20291,39,F,40000,0,0,High School,Skilled Manual,2,1272.695,1,1272.695,1
20292,35,F,30000,0,0,Partial College,Skilled Manual,1,132.578,1,132.578,0
20293,41,F,30000,0,0,Partial College,Skilled Manual,1,77.339,1,77.339,0
20294,35,F,30000,0,0,Partial College,Skilled Manual,1,132.578,1,132.578,0
20295,41,M,60000,0,0,Partial College,Skilled Manual,1,1297.8005,1,1297.8005,1
20296,42,F,60000,0,0,Partial College,Skilled Manual,1,1265.7555,1,1265.7555,1
20297,42,F,130000,0,0,Graduate Degree,Management,2,2725.2838,1,2725.2838,1
20298,42,M,150000,0,0,Graduate Degree,Management,0,77.339,1,77.339,0
20299,46,F,90000,4,4,Bachelors,Management,1,62.9519,1,62.9519,0
20300,47,M,90000,4,4,Partial College,Skilled Manual,2,79.5269,1,79.5269,0
20301,41,F,90000,4,4,Partial College,Skilled Manual,3,77.339,1,77.339,0
20302,41,F,130000,1,0,Graduate Degree,Management,3,2708.6866,1,2708.6866,1
20303,47,M,160000,1,0,Graduate Degree,Management,1,2776.1138,1,2776.1138,1
20304,35,M,40000,0,0,High School,Skilled Manual,2,1293.3805,1,1293.3805,1
20305,35,M,30000,0,0,Partial College,Skilled Manual,1,77.339,1,77.339,0
20306,35,F,30000,0,0,Partial College,Skilled Manual,1,77.339,1,77.339,0
20307,36,F,30000,0,0,Partial College,Skilled Manual,1,132.578,1,132.578,0
20308,35,F,30000,0,0,Partial College,Skilled Manual,1,77.339,1,77.339,0
20309,65,F,10000,5,0,High School,Skilled Manual,4,75.6815,1,75.6815,0
20310,36,M,60000,0,0,Partial College,Skilled Manual,1,1270.1645,1,1270.1645,1
20311,36,M,60000,0,0,Partial College,Skilled Manual,1,132.578,1,132.578,0
20312,37,M,40000,0,0,Partial High School,Clerical,2,5.514,1,5.514,0
20313,36,M,40000,0,0,Partial College,Skilled Manual,1,104.4005,1,104.4005,0
20314,67,M,10000,2,1,High School,Skilled Manual,2,75.0628,1,75.0628,0
20315,36,M,40000,0,0,Partial College,Skilled Manual,1,146.932,1,146.932,0
20316,68,F,20000,4,0,High School,Skilled Manual,2,44.178,1,44.178,0
20317,69,M,20000,4,0,High School,Skilled Manual,2,65.173,1,65.173,0
20318,38,F,60000,1,1,Graduate Degree,Skilled Manual,0,3582.2992,21,170.5856,1
20319,43,M,60000,1,1,Graduate Degree,Skilled Manual,0,1276.8055,1,1276.8055,1
20320,43,F,60000,1,1,Graduate Degree,Skilled Manual,0,1276.8055,1,1276.8055,1
20321,43,F,60000,1,1,Graduate Degree,Skilled Manual,0,1276.8055,1,1276.8055,1
20322,52,F,90000,0,0,Partial College,Professional,1,77.339,1,77.339,0
20323,51,M,90000,0,0,Partial College,Professional,2,2754.0138,1,2754.0138,1
20324,46,F,100000,0,2,Partial College,Professional,2,2810.5013,1,2810.5013,1
20325,52,M,130000,3,2,Bachelors,Management,4,87.273,1,87.273,0
20326,51,F,130000,3,2,Bachelors,Management,4,142.512,1,142.512,0
20327,46,F,130000,3,2,Bachelors,Management,4,77.339,1,77.339,0
20328,40,F,150000,2,0,Bachelors,Management,4,132.578,1,132.578,0
20329,46,M,160000,1,1,Bachelors,Management,4,77.339,1,77.339,0
20330,47,M,80000,5,4,Partial College,Professional,2,79.5049,1,79.5049,0
20331,53,M,90000,5,4,Partial College,Professional,4,147.5065,1,147.5065,0
20332,53,M,90000,5,4,Partial College,Professional,4,87.273,1,87.273,0
20333,52,F,100000,1,2,Partial College,Professional,3,77.339,1,77.339,0
20334,47,M,110000,1,3,Bachelors,Management,1,77.339,1,77.339,0
20335,53,M,110000,1,3,Bachelors,Management,3,77.339,1,77.339,0
20336,47,M,110000,1,3,Bachelors,Management,3,77.339,1,77.339,0
20337,41,M,120000,1,3,High School,Professional,4,2709.8358,1,2709.8358,1
20338,53,F,130000,1,2,Bachelors,Management,4,136.998,1,136.998,0
20339,52,F,130000,1,2,Bachelors,Management,4,2793.8048,1,2793.8048,1
20340,53,F,130000,1,2,Bachelors,Management,4,2699.9018,1,2699.9018,1
20341,54,M,70000,5,4,Partial College,Professional,3,62.9519,1,62.9519,0
20342,54,F,80000,5,4,Partial College,Professional,3,87.273,1,87.273,0
20343,54,F,90000,4,3,Partial College,Professional,1,77.339,1,77.339,0
20344,53,F,110000,1,3,Bachelors,Management,3,132.578,1,132.578,0
20345,48,F,110000,1,3,Bachelors,Management,3,2785.5173,1,2785.5173,1
20346,54,F,130000,1,3,Bachelors,Management,3,2834.2368,1,2834.2368,1
20347,42,F,160000,1,2,Bachelors,Management,4,2699.9018,1,2699.9018,1
20348,37,F,160000,1,3,Bachelors,Management,2,2775.0088,1,2775.0088,1
20349,59,F,60000,2,0,High School,Professional,2,77.339,1,77.339,0
20350,60,F,60000,2,0,High School,Professional,2,3565.7242,22,162.0783,1
20351,60,F,70000,4,3,High School,Professional,0,132.578,1,132.578,0
20352,60,F,70000,4,3,High School,Professional,0,87.273,1,87.273,0
20353,60,F,80000,2,0,Partial High School,Skilled Manual,2,87.273,1,87.273,0
20354,60,M,80000,2,0,Partial High School,Skilled Manual,2,35.6032,1,35.6032,0
20355,61,F,80000,2,0,Partial High School,Skilled Manual,2,87.273,1,87.273,0
20356,79,M,40000,3,0,Partial College,Professional,2,87.273,1,87.273,0
20357,79,F,50000,2,0,Graduate Degree,Management,2,77.339,1,77.339,0
20358,74,M,50000,2,0,Graduate Degree,Management,2,136.998,1,136.998,0
20359,80,F,60000,2,0,Graduate Degree,Management,2,87.273,1,87.273,0
20360,80,F,120000,1,3,Graduate Degree,Management,4,87.273,1,87.273,0
20361,78,M,50000,2,0,Graduate Degree,Management,2,77.339,1,77.339,0
20362,78,M,60000,2,0,Graduate Degree,Management,2,77.339,1,77.339,0
20363,79,M,90000,4,0,Bachelors,Management,2,159.6395,1,159.6395,0
20364,79,F,130000,2,3,Graduate Degree,Management,3,87.273,1,87.273,0
20365,54,M,90000,4,3,High School,Professional,2,77.339,1,77.339,0
20366,49,M,120000,1,3,High School,Professional,4,77.339,1,77.339,0
20367,44,F,120000,4,4,High School,Professional,2,142.512,1,142.512,0
20368,60,M,80000,2,0,Partial High School,Skilled Manual,2,77.339,1,77.339,0
20369,55,M,80000,2,0,Partial High School,Skilled Manual,2,71.792,1,71.792,0
20370,60,M,70000,3,0,Partial High School,Skilled Manual,2,55.217,1,55.217,0
20371,61,F,60000,2,0,Partial High School,Skilled Manual,2,1297.8005,1,1297.8005,1
20372,55,F,60000,2,0,Partial High School,Skilled Manual,2,1308.8285,1,1308.8285,1
20373,55,F,60000,2,0,Partial High School,Skilled Manual,2,3565.7242,21,169.7963,1
20374,61,M,60000,2,0,Partial High School,Skilled Manual,2,1238.1415,1,1238.1415,1
20375,62,F,70000,3,0,Graduate Degree,Management,2,4904.4096,20,245.2204,1
20376,61,F,70000,3,0,Graduate Degree,Management,2,2735.9248,1,2735.9248,1
20377,62,M,70000,3,0,Graduate Degree,Management,2,2699.9018,1,2699.9018,1
20378,72,M,60000,3,0,Graduate Degree,Management,2,132.578,1,132.578,0
20379,77,F,60000,3,0,Graduate Degree,Management,2,136.998,1,136.998,0
20380,72,F,60000,3,0,Graduate Degree,Management,2,8.0445,1,8.0445,0
20381,77,M,60000,3,0,Graduate Degree,Management,2,77.339,1,77.339,0
20382,76,M,70000,5,0,Graduate Degree,Management,2,2742.8643,1,2742.8643,1
20383,75,M,60000,3,0,Graduate Degree,Management,2,104.4005,1,104.4005,0
20384,76,M,60000,3,0,Graduate Degree,Management,2,142.512,1,142.512,0
20385,75,M,70000,5,0,Graduate Degree,Management,2,2793.8048,1,2793.8048,1
20386,75,F,70000,5,0,Graduate Degree,Management,2,2742.8643,1,2742.8643,1
20387,74,M,60000,3,0,Graduate Degree,Management,2,1320.442,1,1320.442,1
20388,74,F,70000,5,0,Graduate Degree,Management,2,11.039,1,11.039,0
20389,75,M,70000,5,0,Graduate Degree,Management,2,25.3378,1,25.3378,0
20390,75,M,70000,5,0,Graduate Degree,Management,2,16.553,1,16.553,0
20391,75,F,70000,5,0,Graduate Degree,Management,2,26.487,1,26.487,0
20392,75,F,80000,4,0,Bachelors,Management,2,147.4845,1,147.4845,0
20393,75,F,80000,4,0,Bachelors,Management,2,16.553,1,16.553,0
20394,74,F,50000,4,0,Bachelors,Management,2,1280.0985,1,1280.0985,1
20395,62,F,50000,4,0,Bachelors,Management,2,1303.867,1,1303.867,1
20396,74,M,50000,4,0,Bachelors,Management,2,77.339,1,77.339,0
20397,73,M,50000,4,0,Bachelors,Management,2,86.7205,1,86.7205,0
20398,74,F,70000,5,0,Graduate Degree,Management,2,76.212,1,76.212,0
20399,73,M,50000,4,0,Bachelors,Management,2,1308.8285,1,1308.8285,1
20400,72,F,50000,4,0,Bachelors,Management,2,1238.1415,1,1238.1415,1
20401,73,F,50000,4,0,Bachelors,Management,2,1308.8285,1,1308.8285,1
20402,68,M,20000,4,0,High School,Skilled Manual,2,5.514,1,5.514,0
20403,69,M,20000,4,0,High School,Skilled Manual,2,8.0445,1,8.0445,0
20404,66,M,10000,2,1,Partial High School,Clerical,2,138.114,1,138.114,0
20405,37,M,70000,0,0,Partial College,Skilled Manual,2,2832.5018,1,2832.5018,1
20406,67,F,20000,2,1,Partial High School,Clerical,2,66.278,1,66.278,0
20407,55,M,20000,2,1,Partial High School,Clerical,2,5.514,1,5.514,0
20408,37,M,40000,0,0,Partial High School,Clerical,2,77.317,1,77.317,0
20409,37,F,40000,0,0,Partial College,Skilled Manual,2,16.553,1,16.553,0
20410,38,M,40000,0,0,Partial College,Skilled Manual,2,55.217,1,55.217,0
20411,38,M,60000,0,0,Partial College,Skilled Manual,2,76.7645,1,76.7645,0
20412,37,M,70000,0,0,Partial College,Skilled Manual,2,2793.8048,1,2793.8048,1
20413,39,F,60000,0,0,Partial College,Skilled Manual,2,55.217,1,55.217,0
20414,38,F,60000,0,0,Partial College,Skilled Manual,2,86.7205,1,86.7205,0
20415,66,F,20000,2,1,Partial High School,Clerical,2,15.448,1,15.448,0
20416,60,M,30000,3,0,Partial College,Clerical,2,4550.6774,16,284.4173,1
20417,65,M,30000,3,0,Partial College,Clerical,2,75.107,1,75.107,0
20418,65,M,30000,3,0,Partial College,Clerical,2,4649.0004,16,290.5625,1
20419,58,M,20000,2,1,Partial High School,Clerical,2,5.514,1,5.514,0
20420,64,F,30000,3,0,High School,Skilled Manual,2,4566.1254,18,253.6736,1
20421,34,F,40000,0,0,Partial High School,Clerical,2,131.462,1,131.462,0
20422,34,F,60000,0,0,Partial College,Skilled Manual,2,1253.5895,1,1253.5895,1
20423,57,F,30000,3,0,High School,Skilled Manual,2,4616.4029,17,271.5531,1
20424,63,F,30000,3,0,High School,Skilled Manual,2,4566.1254,17,268.5956,1
20425,57,F,30000,3,0,High School,Skilled Manual,2,4550.6774,17,267.6869,1
20426,62,M,30000,3,0,High School,Skilled Manual,2,4574.4239,17,269.0837,1
20427,62,M,40000,3,0,Partial College,Skilled Manual,2,5872.2464,22,266.9202,1
20428,61,M,40000,3,0,Partial College,Skilled Manual,2,33.139,1,33.139,0
20429,62,M,40000,3,0,Partial College,Skilled Manual,2,5942.4139,22,270.1097,1
20430,61,M,70000,2,0,Partial College,Skilled Manual,2,6692.5542,21,318.693,1
20431,39,M,40000,0,0,Partial College,Skilled Manual,2,16.553,1,16.553,0
20432,40,M,40000,0,0,High School,Skilled Manual,2,16.553,1,16.553,0
20433,40,F,40000,0,0,High School,Skilled Manual,2,82.2785,1,82.2785,0
20434,39,M,60000,0,0,Partial College,Skilled Manual,2,1293.3805,1,1293.3805,1
20435,39,F,60000,0,0,Partial College,Skilled Manual,2,55.217,1,55.217,0
20436,40,F,60000,0,0,Partial College,Skilled Manual,2,1253.5895,1,1253.5895,1
20437,39,F,60000,0,0,Partial College,Skilled Manual,2,1276.8055,1,1276.8055,1
20438,39,M,60000,0,0,Partial College,Skilled Manual,2,77.317,1,77.317,0
20439,36,F,60000,0,0,Partial College,Skilled Manual,2,16.553,1,16.553,0
20440,36,F,60000,0,0,Partial College,Skilled Manual,2,11.039,1,11.039,0
20441,36,F,60000,0,0,Partial College,Professional,2,44.178,1,44.178,0
20442,42,M,70000,0,0,Partial College,Professional,2,2742.8643,1,2742.8643,1
20443,39,M,60000,0,0,Partial College,Professional,2,43.6145,1,43.6145,0
20444,54,F,80000,2,0,High School,Skilled Manual,2,6724.5772,21,320.2179,1
20445,54,F,80000,2,0,High School,Skilled Manual,2,6716.9747,21,319.8559,1
20446,60,M,80000,2,0,High School,Skilled Manual,2,6662.675,22,302.8488,1
20447,59,F,80000,2,0,High School,Skilled Manual,2,6669.3382,22,303.1517,1
20448,53,M,80000,2,0,High School,Skilled Manual,2,6679.2722,21,318.0605,1
20449,39,F,60000,0,0,Partial College,Professional,2,11.039,1,11.039,0
20450,58,M,70000,2,0,High School,Professional,2,6653.8902,21,316.8519,1
20451,58,F,70000,2,0,High School,Professional,2,6689.9132,21,318.5672,1
20452,46,F,70000,2,0,High School,Professional,2,6803.1537,21,323.9597,1
20453,51,M,100000,1,1,Bachelors,Management,2,23.7465,1,23.7465,0
20454,57,M,110000,5,1,Bachelors,Management,4,26.277,1,26.277,0
20455,51,M,110000,4,1,Bachelors,Management,4,26.277,1,26.277,0
20456,57,M,130000,0,0,Graduate Degree,Management,3,6662.675,21,317.2702,1
20457,35,F,60000,0,0,Partial College,Professional,2,81.726,1,81.726,0
20458,40,M,60000,0,0,Partial College,Professional,2,55.217,1,55.217,0
20459,40,F,60000,0,0,High School,Professional,2,1276.8055,1,1276.8055,1
20460,45,M,110000,1,2,Bachelors,Management,1,23.7465,1,23.7465,0
20461,49,F,150000,0,0,Bachelors,Management,1,2754.0138,1,2754.0138,1
20462,48,F,160000,0,0,Graduate Degree,Management,4,2776.1138,1,2776.1138,1
20463,57,F,60000,2,0,High School,Professional,2,1268.286,1,1268.286,1
20464,58,F,70000,2,1,Partial College,Professional,0,25.3378,1,25.3378,0
